rowname	sum.taxonomy
asv.578	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.581	Eukaryota;Chordata;Actinopteri;nan;Sillaginidae;Sillago;Sillago_cf._sihama_JYP570
asv.582	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;;
asv.584	Eukaryota;Chordata;Actinopteri;nan;Siganidae;Siganus;Siganus_fuscescens
asv.588	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Choerodon;Choerodon_schoenleinii
asv.589	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;;
asv.625	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.626	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Abudefduf;Abudefduf_bengalensis
asv.627	Eukaryota;Chordata;Actinopteri;nan;Siganidae;Siganus;Siganus_fuscescens
asv.630	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;;
asv.631	Eukaryota;Chordata;Actinopteri;Anguilliformes;Anguillidae;Anguilla;Anguilla_anguilla
asv.632	Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Entomacrodus;Entomacrodus_caudofasciatus
asv.635	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.658	Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Malacoctenus;Malacoctenus_triangulatus
asv.659	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;;
asv.660	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.665	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.668	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.672	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.642	Eukaryota;Chordata;Actinopteri;nan;Sillaginidae;Sillago;Sillago_cf._sihama_JYP570
asv.643	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;;
asv.645	Eukaryota;Chordata;Actinopteri;Beloniformes;Hemiramphidae;Hemiramphus;
asv.646	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.647	Eukaryota;Chordata;Actinopteri;nan;Siganidae;Siganus;Siganus_fuscescens
asv.649	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.650	Eukaryota;Chordata;Actinopteri;nan;Sillaginidae;Sillago;Sillago_cf._sihama_JYP570
asv.655	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.692	Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus;
asv.693	Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Entomacrodus;Entomacrodus_caudofasciatus
asv.697	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.703	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.674	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.675	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
asv.677	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;;
asv.680	Eukaryota;Chordata;Actinopteri;nan;Sillaginidae;Sillago;Sillago_cf._sihama_JYP570
asv.682	Eukaryota;Chordata;Actinopteri;nan;Centropomidae;Psammoperca;Psammoperca_waigiensis
asv.683	Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Malacoctenus;Malacoctenus_triangulatus
asv.685	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Syngnathus;
asv.686	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;;
asv.705	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Abudefduf;Abudefduf_bengalensis
asv.706	Eukaryota;Chordata;Actinopteri;nan;Sillaginidae;Sillago;Sillago_cf._sihama_JYP570
asv.707	Eukaryota;Chordata;Actinopteri;Beloniformes;Hemiramphidae;Hemiramphus;
asv.708	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.710	Eukaryota;Chordata;Actinopteri;nan;Sillaginidae;Sillago;Sillago_cf._sihama_JYP570
asv.714	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;;
asv.715	Eukaryota;Chordata;Actinopteri;nan;Sillaginidae;Sillago;Sillago_cf._sihama_JYP570
asv.717	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;;
asv.719	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Abudefduf;Abudefduf_bengalensis
asv.720	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Stegastes;
asv.722	Eukaryota;Chordata;Actinopteri;nan;Siganidae;Siganus;Siganus_fuscescens
asv.723	Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Entomacrodus;Entomacrodus_caudofasciatus
asv.724	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.726	Eukaryota;Chordata;Actinopteri;Beloniformes;Hemiramphidae;Hemiramphus;
asv.728	Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Scartella;
asv.729	Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Entomacrodus;Entomacrodus_caudofasciatus
asv.730	Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Malacoctenus;Malacoctenus_triangulatus
asv.732	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.735	Eukaryota;Chordata;Actinopteri;;;;
asv.740	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;;
asv.741	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.745	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.746	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;;
asv.748	Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus_bahianus
asv.749	Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;
asv.750	Eukaryota;Chordata;Actinopteri;nan;Sillaginidae;Sillago;Sillago_cf._sihama_JYP570
asv.751	Eukaryota;Chordata;Actinopteri;;;;
asv.771	Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus;
asv.774	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;;
asv.777	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Craterocephalus;
asv.778	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;;
asv.781	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.783	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Stegastes;
asv.753	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;;
asv.754	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Abudefduf;Abudefduf_bengalensis
asv.755	Eukaryota;Chordata;Actinopteri;Albuliformes;Albulidae;Albula;Albula_goreensis
asv.758	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.760	Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Malacoctenus;Malacoctenus_triangulatus
asv.761	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Solea;Solea_solea
asv.765	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Syngnathus;
asv.766	Eukaryota;Chordata;Actinopteri;Perciformes;Platycephalidae;Platycephalus;
asv.767	Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Malacoctenus;Malacoctenus_triangulatus
asv.787	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Abudefduf;Abudefduf_bengalensis
asv.789	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Syngnathus;
asv.790	Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus_bahianus
asv.795	Eukaryota;Chordata;Actinopteri;nan;Siganidae;Siganus;Siganus_fuscescens
asv.796	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Caranx;
asv.798	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Caranx;
asv.800	Eukaryota;Chordata;Actinopteri;nan;Siganidae;Siganus;Siganus_fuscescens
asv.802	Eukaryota;Chordata;Actinopteri;Anguilliformes;Anguillidae;Anguilla;Anguilla_anguilla
asv.803	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma_axillare
asv.804	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;;
asv.805	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma_axillare
asv.806	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma_axillare
asv.807	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Craterocephalus;
asv.809	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Craterocephalus;
asv.810	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Caranx;
asv.813	Eukaryota;Chordata;Actinopteri;nan;Sillaginidae;Sillago;Sillago_cf._sihama_JYP570
asv.814	Eukaryota;Chordata;Actinopteri;;;;
asv.817	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.820	Eukaryota;Chordata;Actinopteri;nan;Siganidae;Siganus;Siganus_fuscescens
asv.821	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.823	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.824	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma_axillare
asv.826	Eukaryota;Chordata;Actinopteri;;;;
asv.827	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;;
asv.830	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.867	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Craterocephalus;
asv.868	Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus;
asv.876	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;Monacanthus;Monacanthus_chinensis
asv.880	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Caranx;
asv.833	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Stegastes;
asv.836	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma_axillare
asv.838	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.839	Eukaryota;Chordata;Actinopteri;;;;
asv.841	Eukaryota;Chordata;Actinopteri;Albuliformes;Albulidae;Albula;Albula_goreensis
asv.842	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Neopomacentrus;Neopomacentrus_bankieri
asv.843	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Abudefduf;Abudefduf_bengalensis
asv.846	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.847	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Stegastes;
asv.849	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;;
asv.852	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;
asv.853	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Stegastes;
asv.857	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Craterocephalus;
asv.858	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma_axillare
asv.859	Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus_bahianus
asv.860	Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus;
asv.862	Eukaryota;Chordata;Actinopteri;Gerreiformes;Gerreidae;Gerres;
asv.864	Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus_bahianus
asv.897	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma_axillare
asv.905	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma_axillare
asv.906	Eukaryota;Chordata;Actinopteri;;;;
asv.907	Eukaryota;Chordata;Actinopteri;Beloniformes;Hemiramphidae;Hemiramphus;Hemiramphus_far
asv.909	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.910	Eukaryota;Chordata;Actinopteri;Anguilliformes;Anguillidae;Anguilla;Anguilla_anguilla
asv.911	Eukaryota;Chordata;Actinopteri;Beloniformes;Hemiramphidae;Hemiramphus;Hemiramphus_far
asv.881	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Craterocephalus;
asv.882	Eukaryota;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Scardinius;Scardinius_erythrophthalmus
asv.883	Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Entomacrodus;Entomacrodus_caudofasciatus
asv.884	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.886	Eukaryota;Chordata;Actinopteri;Uranoscopiformes;Ammodytidae;Ammodytes;
asv.889	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;
asv.891	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Caranx;
asv.892	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;;
asv.895	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Pelates;Pelates_quadrilineatus
asv.915	Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo_trutta
asv.916	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.917	Eukaryota;Chordata;Actinopteri;;;;
asv.919	Eukaryota;Chordata;Actinopteri;nan;Sillaginidae;Sillago;Sillago_cf._sihama_JYP570
asv.920	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Stegastes;
asv.921	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.925	Eukaryota;Chordata;Actinopteri;nan;Sillaginidae;Sillago;
asv.927	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;;
asv.928	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.930	Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo_trutta
asv.933	Eukaryota;Chordata;Actinopteri;Albuliformes;Albulidae;Albula;Albula_goreensis
asv.934	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.936	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Pelates;Pelates_quadrilineatus
asv.977	Eukaryota;Chordata;Actinopteri;Anguilliformes;Anguillidae;Anguilla;Anguilla_anguilla
asv.982	Eukaryota;Chordata;Actinopteri;Perciformes;Zoarcidae;Zoarces;Zoarces_elongatus
asv.989	Eukaryota;Chordata;Actinopteri;nan;Siganidae;Siganus;Siganus_fuscescens
asv.992	Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;
asv.945	Eukaryota;Chordata;Actinopteri;nan;Sillaginidae;Sillago;
asv.946	Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;
asv.947	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Mullidae;Mulloidichthys;
asv.948	Eukaryota;Chordata;Actinopteri;Beloniformes;Hemiramphidae;Hemiramphus;Hemiramphus_far
asv.949	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.952	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Atherinomorus;
asv.957	Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Entomacrodus;Entomacrodus_caudofasciatus
asv.959	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres_radiatus
asv.960	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Caranx;
asv.961	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.963	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Choerodon;Choerodon_schoenleinii
asv.965	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.966	Eukaryota;Chordata;Actinopteri;Albuliformes;Albulidae;Albula;Albula_goreensis
asv.969	Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus;
asv.971	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Atherinomorus;
asv.972	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.975	Eukaryota;Chordata;Actinopteri;Anguilliformes;Anguillidae;Anguilla;Anguilla_anguilla
asv.1013	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Anisotremus;Anisotremus_scapularis
asv.1017	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;;
asv.1022	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Liachirus;Liachirus_melanospilos
asv.1023	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Anisotremus;Anisotremus_scapularis
asv.993	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Abudefduf;
asv.998	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;
asv.1002	Eukaryota;Chordata;Actinopteri;Albuliformes;Albulidae;Albula;Albula_goreensis
asv.1003	Eukaryota;Chordata;Actinopteri;nan;Siganidae;Siganus;Siganus_fuscescens
asv.1004	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.1005	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Chelon;
asv.1045	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Anisotremus;Anisotremus_scapularis
asv.1047	Eukaryota;Chordata;Actinopteri;Perciformes;Pholidae;Pholis;
asv.1052	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;;
asv.1055	Eukaryota;Chordata;Actinopteri;Albuliformes;Albulidae;Albula;Albula_goreensis
asv.1056	Eukaryota;Chordata;Actinopteri;nan;Pomacanthidae;Chaetodontoplus;
asv.1030	Eukaryota;Chordata;Actinopteri;Albuliformes;Albulidae;Albula;Albula_goreensis
asv.1033	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;;
asv.1038	Eukaryota;Chordata;Actinopteri;nan;Siganidae;Siganus;Siganus_fuscescens
asv.1040	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;;
asv.1057	Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Dasyatidae;Pastinachus;Pastinachus_sephen
asv.1059	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.1060	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Syngnathus;
asv.1062	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.1064	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Stegastes;
asv.1066	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Abudefduf;Abudefduf_bengalensis
asv.1067	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Abudefduf;Abudefduf_bengalensis
asv.1068	Eukaryota;Chordata;Actinopteri;Spariformes;;;
asv.1070	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;;
asv.1073	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;;
asv.1075	Eukaryota;Chordata;Actinopteri;nan;Sillaginidae;Sillago;Sillago_cf._sihama_JYP570
asv.1079	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;;
asv.1083	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Caranx;
asv.1085	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Leiopotherapon;Leiopotherapon_unicolor
asv.1135	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;;
asv.1136	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Pelates;Pelates_quadrilineatus
asv.1090	Eukaryota;Chordata;Actinopteri;Albuliformes;Albulidae;Albula;Albula_goreensis
asv.1091	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Syngnathus;
asv.1092	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea_harengus
asv.1096	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea_harengus
asv.1097	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea_harengus
asv.1103	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;;
asv.1105	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Pelates;Pelates_quadrilineatus
asv.1106	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Stegastes;
asv.1107	Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo_trutta
asv.1112	Eukaryota;Chordata;Actinopteri;nan;Centropomidae;Psammoperca;Psammoperca_waigiensis
asv.1142	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.1144	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;Monacanthus;Monacanthus_chinensis
asv.1150	Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Aetobatus;Aetobatus_narinari
asv.1151	Eukaryota;Chordata;Actinopteri;Perciformes;Pholidae;Pholis;
asv.1153	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.1156	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Craterocephalus;
asv.1157	Eukaryota;Chordata;Actinopteri;Beloniformes;Hemiramphidae;Hyporhamphus;
asv.1166	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Stegastes;
asv.1167	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Mullidae;Mulloidichthys;Mulloidichthys_vanicolensis
asv.1168	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;
asv.1169	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Craterocephalus;
asv.1170	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Stegastes;
asv.1171	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Pelates;Pelates_quadrilineatus
asv.1174	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Stegastes;
asv.1175	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Mullidae;Mulloidichthys;Mulloidichthys_vanicolensis
asv.1177	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea_harengus
asv.1179	Eukaryota;Chordata;Actinopteri;Siluriformes;;;
asv.1184	Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;;;
asv.1205	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Pelates;Pelates_quadrilineatus
asv.1207	Eukaryota;Chordata;Actinopteri;nan;Sillaginidae;Sillago;Sillago_cf._sihama_JYP570
asv.1208	Eukaryota;Chordata;Actinopteri;nan;Sillaginidae;Sillago;Sillago_cf._sihama_JYP570
asv.1209	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Pelates;Pelates_quadrilineatus
asv.1211	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.1213	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.1188	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;
asv.1192	Eukaryota;Chordata;Actinopteri;Beloniformes;Hemiramphidae;Hyporhamphus;
asv.1194	Eukaryota;Chordata;Actinopteri;Albuliformes;Albulidae;Albula;Albula_goreensis
asv.1195	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
asv.1197	Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;
asv.1200	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Stegastes;
asv.1253	Eukaryota;Chordata;Actinopteri;nan;Sillaginidae;Sillago;
asv.1260	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;;
asv.1240	Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus_bahianus
asv.1245	Eukaryota;Chordata;Actinopteri;Albuliformes;Albulidae;Albula;Albula_goreensis
asv.1266	Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;;
asv.1268	Eukaryota;Chordata;Actinopteri;nan;Pomacentridae;Abudefduf;Abudefduf_bengalensis
asv.1270	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Eviota;
asv.1271	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea_harengus
asv.1277	Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;
asv.1279	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.1217	Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus;
asv.1218	Eukaryota;Chordata;Actinopteri;Albuliformes;Albulidae;Albula;Albula_goreensis
asv.1219	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Pelates;Pelates_quadrilineatus
asv.1221	Eukaryota;Chordata;Actinopteri;Blenniiformes;Tripterygiidae;;
asv.1223	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;
asv.1224	Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;;
asv.1226	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Myoxocephalus;
asv.1228	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;
asv.1297	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.1298	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres_radiatus
asv.1300	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea_harengus
asv.1341	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Pomatoschistus;
asv.1344	Eukaryota;Chordata;Actinopteri;Siluriformes;;;
asv.1319	Eukaryota;Chordata;Actinopteri;nan;Siganidae;Siganus;Siganus_fuscescens
asv.1325	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;;
asv.1281	Eukaryota;Chordata;Actinopteri;Gerreiformes;Gerreidae;Gerres;
asv.1282	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;;
asv.1284	Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus;
asv.1287	Eukaryota;Chordata;Actinopteri;Perciformes;Percidae;Perca;Perca_fluviatilis
