x
1	c_Chordata
2	Callistoctopus_minor
3	Eukaryota
4	Gorilla
5	Gorilla_gorilla
6	Labriformes
7	Lutjaniformes
8	o_Actinopteri
9	o_Enteropneusta
10	Pempheriformes
