x
1	Alteromonadales_bacterium
2	Brachycephalidae
3	Brachycephalus
4	Brachycephalus_ephippium
5	Cochliopodiidae
6	Cochliopodium_larifeili
7	Eukaryota
8	Laevocnus_laevigatus
9	Pan
10	Pan_troglodytes
11	Poduromorpha
12	Skeletonemataceae
13	undef_Actinopteri
14	undef_Chordata
