asv	sum.taxonomy	identificationRemarks
73	asv.73	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Sphyraenidae;g__Sphyraena	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Sphyraenidae;g__Sphyraena;s__Sphyraena_jello, confidences 1;1;1;1;0.99;0.99;0.99;0.52. No VSEARCH hits at 0.97 identity.
74	asv.74	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Sparisoma	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Sparisoma;s__Sparisoma_viride, confidences 1;1;1;1;0.98;0.98;0.98;0.48. No VSEARCH hits at 0.97 identity.
75	asv.75	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Hemiptera;f__Mesoveliidae;g__Mesovelia;s__Mesovelia_mulsanti, confidences 1;0.95;0.14;0.08;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
76	asv.76	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.85;0.81;0.81;0.7;0.7. No VSEARCH hits at 0.97 identity.
77	asv.77	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Serranidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Serranidae;g__Epinephelus;s__Epinephelus_moara_x_Epinephelus_lanceolatus, confidences 1;1;1;0.96;0.8;0.8;0.44;0.09. No VSEARCH hits at 0.97 identity.
78	asv.78	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Trogoniformes;f__Trogonidae;g__Trogon;s__Trogon_citreolus, confidences 1;1;0.99;0.72;0.16;0.16;0.09;0.05. No VSEARCH hits at 0.97 identity.
79	asv.79	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Coryphaenidae;g__Coryphaena;s__Coryphaena_equiselis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Coryphaenidae;g__Coryphaena;s__Coryphaena_equiselis, confidences 1;1;1;1;1;0.99;0.99;0.89. No VSEARCH hits at 0.97 identity.
80	asv.80	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Holocentriformes;f__Holocentridae;g__Sargocentron;s__Sargocentron_spiniferum, confidences 1;1;0.95;0.62;0.21;0.21;0.21;0.12. No VSEARCH hits at 0.97 identity.
81	asv.81	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Stenodactylus;s__Stenodactylus_petrii, confidences 1;0.99;0.76;0.15;0.15;0.08;0.08;0.08. No VSEARCH hits at 0.97 identity.
82	asv.82	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Pomatoschistus;s__Pomatoschistus_minutus, confidences 1;1;1;0.72;0.17;0.13;0.01;0.01. No VSEARCH hits at 0.97 identity.
83	asv.83	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.99;0.82;0.8;0.78;0.78. No VSEARCH hits at 0.97 identity.
84	asv.84	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Phylloscopidae;g__Phylloscopus;s__Phylloscopus_griseolus, confidences 1;0.97;0.77;0.07;0.01;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
85	asv.85	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.9;0.86;0.86;0.79;0.79. No VSEARCH hits at 0.97 identity.
86	asv.86	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Serranidae;g__Cephalopholis;s__Cephalopholis_sexmaculata, confidences 1;1;0.98;0.83;0.41;0.39;0.21;0.14. No VSEARCH hits at 0.97 identity.
87	asv.87	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Caudata;f__Hynobiidae;g__Ranodon;s__Ranodon_sibiricus, confidences 1;0.95;0.84;0.18;0.03;0.02;0;0. No VSEARCH hits at 0.97 identity.
88	asv.88	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.85;0.81;0.81;0.65;0.65. No VSEARCH hits at 0.97 identity.
89	asv.89	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;0.98;0.81;0.76;0.72;0.59;0.59. No VSEARCH hits at 0.97 identity.
90	asv.90	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Exocoetidae;g__Exocoetus;s__Exocoetus_volitans, confidences 1;1;0.99;0.96;0.75;0.73;0.3;0.3. No VSEARCH hits at 0.97 identity.
91	asv.91	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Fungi;p__Ascomycota;c__Arthoniomycetes;o__Arthoniales;f__Lecanographaceae;g__Heterocyphelium;s__Heterocyphelium_leucampyx, confidences 1;0.18;0.15;0.07;0.07;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
92	asv.92	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.99;0.84;0.84;0.8;0.8. No VSEARCH hits at 0.97 identity.
93	asv.93	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Pomacanthidae;g__Centropyge;s__Centropyge_aurantia, confidences 1;0.87;0.54;0.23;0.02;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
94	asv.94	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Salmo;s__Salmo_salar	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Salmo;s__Salmo_salar, confidences 1;1;1;1;1;1;0.85;0.85. No VSEARCH hits at 0.97 identity.
95	asv.95	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Spariformes;f__Nemipteridae;g__Nemipterus;s__Nemipterus_bathybius, confidences 1;1;0.97;0.85;0.09;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
96	asv.96	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Chondrichthyes;o__Carcharhiniformes;f__Carcharhinidae;g__Glyphis;s__Glyphis_sp._Bangladesh, confidences 1;1;0.94;0.71;0.53;0.53;0.35;0.19. No VSEARCH hits at 0.97 identity.
97	asv.97	sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Gallus;s__Gallus_varius, confidences 1;1;1;0.89;0.87;0.8;0.66;0.33. No VSEARCH hits at 0.97 identity.
98	asv.98	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Hyperoartia;o__Petromyzontiformes;f__Petromyzontidae;g__Lethenteron;s__Lethenteron_reissneri, confidences 1;1;1;0.23;0.23;0.23;0.23;0.23. No VSEARCH hits at 0.97 identity.
99	asv.99	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Syngnathidae;g__Solegnathus;s__Solegnathus_hardwickii, confidences 1;1;0.98;0.75;0.1;0.1;0.1;0.1. No VSEARCH hits at 0.97 identity.
100	asv.100	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Navicula;s__Navicula_minima, confidences 1;0.65;0.62;0.62;0.62;0.62;0.62;0.62. No VSEARCH hits at 0.97 identity.
101	asv.101	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Fundulidae;g__Fundulus;s__Fundulus_diaphanus, confidences 1;1;0.99;0.88;0.37;0.31;0.31;0.28. No VSEARCH hits at 0.97 identity.
102	asv.102	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Chaetodontidae;g__Coradion;s__Coradion_chrysozonus, confidences 1;0.97;0.82;0.53;0.14;0.14;0.06;0.06. No VSEARCH hits at 0.97 identity.
103	asv.103	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Hemiphractidae;g__Fritziana;s__Fritziana_goeldii, confidences 1;0.91;0.76;0.16;0.16;0.09;0.05;0.05. No VSEARCH hits at 0.97 identity.
104	asv.104	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Blenniiformes;f__Blenniidae;g__Ecsenius;s__Ecsenius_bicolor, confidences 1;0.97;0.81;0.7;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
105	asv.105	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Caranx	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Caranx;s__Caranx_ignobilis, confidences 1;1;1;1;1;1;1;0.57. No VSEARCH hits at 0.97 identity.
106	asv.106	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Beryciformes;f__Melamphaidae;g__Poromitra;s__Poromitra_oscitans, confidences 1;0.98;0.86;0.43;0.08;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
107	asv.107	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Balistidae;g__Xenobalistes;s__Xenobalistes_tumidipectoris, confidences 1;1;0.99;0.83;0.16;0.12;0.11;0.11. No VSEARCH hits at 0.97 identity.
108	asv.108	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Doradidae;g__Acanthodoras;s__Acanthodoras_cataphractus, confidences 1;0.94;0.83;0.46;0.09;0.04;0.04;0.03. No VSEARCH hits at 0.97 identity.
109	asv.109	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Halichoeres	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Halichoeres;s__Halichoeres_radiatus, confidences 1;1;1;0.99;0.97;0.97;0.97;0.4. No VSEARCH hits at 0.97 identity.
110	asv.110	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Bothidae;g__Crossorhombus;s__Crossorhombus_azureus, confidences 1;0.97;0.86;0.42;0.09;0.08;0.08;0.02. No VSEARCH hits at 0.97 identity.
111	asv.111	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Brachycephalidae;g__Brachycephalus;s__Brachycephalus_hermogenesi, confidences 1;0.95;0.92;0.14;0.14;0.1;0.09;0.02. No VSEARCH hits at 0.97 identity.
112	asv.112	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Sparisoma;s__Sparisoma_axillare, confidences 1;1;1;0.94;0.54;0.54;0.41;0.32. No VSEARCH hits at 0.97 identity.
113	asv.113	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Anguilliformes;f__Muraenidae;g__Anarchias;s__Anarchias_sp._Ansp, confidences 1;0.95;0.88;0.49;0.05;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
114	asv.114	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Navicula;s__Navicula_minima, confidences 1;0.68;0.65;0.65;0.65;0.65;0.65;0.65. No VSEARCH hits at 0.97 identity.
115	asv.115	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Odonata;f__Chlorogomphidae;g__Chlorogomphus;s__Chlorogomphus_brunneus, confidences 1;0.95;0.19;0.11;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
116	asv.116	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Doradidae;g__Acanthodoras;s__Acanthodoras_spinosissimus, confidences 1;0.97;0.87;0.36;0.12;0.09;0.08;0.08. No VSEARCH hits at 0.97 identity.
117	asv.117	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Soricidae;g__Suncus;s__Suncus_murinus, confidences 1;0.96;0.63;0.09;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
118	asv.118	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Harengula;s__Harengula_jaguana	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Harengula;s__Harengula_jaguana, confidences 1;1;1;1;0.97;0.97;0.96;0.96. No VSEARCH hits at 0.97 identity.
119	asv.119	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Bivalvia;o__Arcoida;f__Arcidae;g__Barbatia;s__Barbatia_parva, confidences 1;0.85;0.25;0.23;0.2;0.2;0.2;0.2. No VSEARCH hits at 0.97 identity.
120	asv.120	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Nemacheilidae;g__Nemacheilus;s__Nemacheilus_pallidus, confidences 1;0.95;0.75;0.48;0.1;0.07;0.05;0.05. No VSEARCH hits at 0.97 identity.
121	asv.121	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Selaroides;s__Selaroides_leptolepis, confidences 1;1;0.99;0.84;0.8;0.76;0.54;0.54. No VSEARCH hits at 0.97 identity.
122	asv.122	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Spalacidae;g__Nannospalax;s__Nannospalax_ceyhanus, confidences 1;0.97;0.88;0.44;0.21;0.06;0.02;0.01. No VSEARCH hits at 0.97 identity.
123	asv.123	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Navicula;s__Navicula_minima, confidences 1;0.65;0.62;0.62;0.62;0.62;0.62;0.62. No VSEARCH hits at 0.97 identity.
124	asv.124	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Soleidae;g__Zebrias;s__Zebrias_zebra, confidences 1;0.95;0.9;0.47;0.09;0.09;0.06;0.06. No VSEARCH hits at 0.97 identity.
125	asv.125	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Rivulidae;g__Rachovia;s__Rachovia_pyropunctata, confidences 1;0.99;0.85;0.43;0.09;0.08;0.08;0.05. No VSEARCH hits at 0.97 identity.
126	asv.126	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Tetraodontidae;g__Auriglobus;s__Auriglobus_modestus, confidences 1;1;0.93;0.68;0.01;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
127	asv.127	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Sparisoma;s__Sparisoma_axillare	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Sparisoma;s__Sparisoma_axillare, confidences 1;1;1;0.97;0.91;0.91;0.9;0.9. No VSEARCH hits at 0.97 identity.
128	asv.128	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Bradybaenidae;g__Mandarina;s__Mandarina_hirasei, confidences 1;0.97;0.13;0.12;0.06;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
129	asv.129	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Carnivora;f__Canidae;g__Vulpes;s__Vulpes_vulpes, confidences 1;0.99;0.86;0.47;0.11;0.09;0.09;0.09. No VSEARCH hits at 0.97 identity.
130	asv.130	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Danionidae;g__Danio;s__Danio_albolineatus, confidences 1;0.98;0.95;0.5;0.18;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
131	asv.131	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Blenniiformes;f__Blenniidae;g__Rhabdoblennius;s__Rhabdoblennius_nitidus, confidences 1;1;1;0.76;0.04;0.04;0.02;0.02. No VSEARCH hits at 0.97 identity.
132	asv.132	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Characiformes;f__Serrasalmidae;g__Piaractus;s__Piaractus_mesopotamicus, confidences 1;0.99;0.88;0.45;0.13;0.09;0.08;0.04. No VSEARCH hits at 0.97 identity.
133	asv.133	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Lophiiformes;f__Antennariidae;g__Antennarius;s__Antennarius_striatus, confidences 1;0.91;0.75;0.37;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
